Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
SRR7497167.185103,871,0,NA,0,NA,0,0
SRR7497167.185104,9221,0,NA,0,NA,0,0
SRR7497167.185105,738,0,NA,0,NA,0,0
SRR7497167.185106,2926,0,NA,0,NA,0,0
SRR7497167.185107,1503,0,NA,0,NA,0,0
SRR7497167.185108,15246,0,NA,0,NA,0,0
SRR7497167.185109,3210,0,NA,0,NA,0,0
SRR7497167.185110,11045,0,NA,0,NA,0,0
SRR7497167.185111,9308,0,NA,0,NA,0,0
SRR7497167.185112,876,0,NA,0,NA,0,0
SRR7497167.185113,1267,0,NA,0,NA,0,0
SRR7497167.185114,10332,0,NA,0,NA,0,0
SRR7497167.185115,1165,0,NA,0,NA,0,0
SRR7497167.185116,1448,0,NA,0,NA,0,0
SRR7497167.185117,914,0,NA,0,NA,0,0
SRR7497167.185118,2964,0,NA,0,NA,0,0
SRR7497167.185119,1137,0,NA,0,NA,0,0
SRR7497167.185120,4227,0.00142823,5833,5,5501,1,0.833333
SRR7497167.185121,4185,0,NA,0,NA,0,0
SRR7497167.185122,3323,0,NA,0,NA,0,0
SRR7497167.185123,5432,0,NA,0,NA,0,0
SRR7497167.185124,2897,0,NA,0,NA,0,0
SRR7497167.185125,611,0,NA,0,NA,0,0
SRR7497167.185126,3828,0,NA,0,NA,0,0
SRR7497167.185127,2885,0,NA,0,NA,0,0
SRR7497167.185128,1580,0,NA,0,NA,0,0
SRR7497167.185129,896,0,NA,0,NA,0,0
SRR7497167.185130,1460,0,NA,0,NA,0,0
SRR7497167.185131,4168,0,NA,0,NA,0,0
SRR7497167.185132,12132,0,NA,0,NA,0,0
SRR7497167.185133,1727,0,NA,0,NA,0,0
SRR7497167.185134,2591,0,NA,0,NA,0,0
SRR7497167.185135,4117,0,NA,0,NA,0,0
SRR7497167.185136,510,0,NA,0,NA,0,0
SRR7497167.185137,928,0,NA,0,NA,0,0
SRR7497167.185138,4045,0,NA,0,NA,0,0
SRR7497167.185139,13575,0,NA,0,NA,0,0
SRR7497167.185140,715,0,NA,0,NA,0,0
SRR7497167.185141,1626,0,NA,0,NA,0,0
SRR7497167.185142,1782,0,NA,0,NA,0,0
SRR7497167.185143,1359,0,NA,0,NA,0,0
SRR7497167.185144,469,0,NA,0,NA,0,0
SRR7497167.185145,1414,0,NA,0,NA,0,0
SRR7497167.185146,2220,0,NA,0,NA,0,0
SRR7497167.185147,4823,0,NA,0,NA,0,0
SRR7497167.185148,2010,0,NA,0,NA,0,0
SRR7497167.185149,10478,0,NA,0,NA,0,0
SRR7497167.185150,5852,0,NA,0,NA,0,0
SRR7497167.185151,1103,0,NA,0,NA,0,0
SRR7497167.185152,662,0,NA,0,NA,0,0
SRR7497167.185153,8223,0,NA,0,NA,0,0
SRR7497167.185154,449,0,NA,0,NA,0,0
SRR7497167.185155,955,0,NA,0,NA,0,0
SRR7497167.185156,8969,0.000111819,5501,1,NA,0,1
SRR7497167.185157,600,0,NA,0,NA,0,0
SRR7497167.185158,4160,0,NA,0,NA,0,0
SRR7497167.185159,4800,0,NA,0,NA,0,0
SRR7497167.185160,9960,0.000100664,5833,1,NA,0,1
SRR7497167.185161,6647,0,NA,0,NA,0,0
SRR7497167.185162,904,0,NA,0,NA,0,0
SRR7497167.185163,4084,0,NA,0,NA,0,0
SRR7497167.185164,2264,0,NA,0,NA,0,0
SRR7497167.185165,2324,0,NA,0,NA,0,0
SRR7497167.185166,1053,0,NA,0,NA,0,0
SRR7497167.185167,3078,0,NA,0,NA,0,0
SRR7497167.185168,2088,0,NA,0,NA,0,0
SRR7497167.185169,3601,0,NA,0,NA,0,0
SRR7497167.185170,7295,0,NA,0,NA,0,0
SRR7497167.185171,4164,0.0019333,562,4,666,2,0.666667
SRR7497167.185172,2497,0,NA,0,NA,0,0
SRR7497167.185173,2314,0,NA,0,NA,0,0
SRR7497167.185174,405,0,NA,0,NA,0,0
SRR7497167.185175,2933,0,NA,0,NA,0,0
SRR7497167.185176,7765,0,NA,0,NA,0,0
SRR7497167.185177,3273,0,NA,0,NA,0,0
SRR7497167.185178,4289,0,NA,0,NA,0,0
SRR7497167.185179,594,0,NA,0,NA,0,0
SRR7497167.185180,771,0,NA,0,NA,0,0
SRR7497167.185181,3934,0.00102354,5833,4,NA,0,1
SRR7497167.185182,2963,0,NA,0,NA,0,0
SRR7497167.185183,1056,0,NA,0,NA,0,0
SRR7497167.185184,1299,0,NA,0,NA,0,0
SRR7497167.185185,7390,0,NA,0,NA,0,0
SRR7497167.185186,1025,0,NA,0,NA,0,0
SRR7497167.185187,1539,0,NA,0,NA,0,0
SRR7497167.185188,5339,0,NA,0,NA,0,0
SRR7497167.185189,6633,0,NA,0,NA,0,0
SRR7497167.185190,1746,0,NA,0,NA,0,0
SRR7497167.185191,10486,0,NA,0,NA,0,0
SRR7497167.185192,2579,0,NA,0,NA,0,0
SRR7497167.185193,2346,0,NA,0,NA,0,0
SRR7497167.185194,5485,0,NA,0,NA,0,0
SRR7497167.185195,461,0,NA,0,NA,0,0
SRR7497167.185196,3615,0,NA,0,NA,0,0
SRR7497167.185197,7977,0,NA,0,NA,0,0
SRR7497167.185198,2133,0,NA,0,NA,0,0
SRR7497167.185199,5053,0,NA,0,NA,0,0
SRR7497167.185200,5141,0,NA,0,NA,0,0
SRR7497167.185201,2887,0,NA,0,NA,0,0
SRR7497167.185202,6997,0,NA,0,NA,0,0
SRR7497167.185203,3419,0,NA,0,NA,0,0
SRR7497167.185204,7603,0,NA,0,NA,0,0
SRR7497167.185205,474,0,NA,0,NA,0,0
SRR7497167.185206,5019,0,NA,0,NA,0,0
SRR7497167.185207,7235,0,NA,0,NA,0,0
SRR7497167.185208,6410,0,NA,0,NA,0,0
SRR7497167.185209,1734,0,NA,0,NA,0,0
SRR7497167.185210,7101,0,NA,0,NA,0,0
SRR7497167.185211,396,0,NA,0,NA,0,0
SRR7497167.185212,1527,0,NA,0,NA,0,0
SRR7497167.185213,2811,0,NA,0,NA,0,0
SRR7497167.185214,3449,0,NA,0,NA,0,0
SRR7497167.185215,1098,0,NA,0,NA,0,0
SRR7497167.185216,1972,0,NA,0,NA,0,0
SRR7497167.185217,6876,0,NA,0,NA,0,0
SRR7497167.185218,5995,0,NA,0,NA,0,0
SRR7497167.185219,3988,0,NA,0,NA,0,0
SRR7497167.185220,2417,0,NA,0,NA,0,0
SRR7497167.185221,12552,0,NA,0,NA,0,0
SRR7497167.185222,274,0,NA,0,NA,0,0
SRR7497167.185223,667,0,NA,0,NA,0,0
SRR7497167.185224,11108,0,NA,0,NA,0,0
SRR7497167.185225,6881,0,NA,0,NA,0,0
SRR7497167.185226,7095,0,NA,0,NA,0,0
SRR7497167.185227,11232,0,NA,0,NA,0,0
SRR7497167.185228,3840,0,NA,0,NA,0,0
SRR7497167.185229,3138,0,NA,0,NA,0,0
SRR7497167.185230,1546,0,NA,0,NA,0,0
SRR7497167.185231,1445,0,NA,0,NA,0,0
SRR7497167.185232,1189,0,NA,0,NA,0,0
SRR7497167.185233,6272,0,NA,0,NA,0,0
SRR7497167.185234,3353,0,NA,0,NA,0,0
SRR7497167.185235,286,0,NA,0,NA,0,0
SRR7497167.185236,2396,0,NA,0,NA,0,0
SRR7497167.185237,7662,0,NA,0,NA,0,0
SRR7497167.185238,13362,0,NA,0,NA,0,0
SRR7497167.185239,6417,0,NA,0,NA,0,0
SRR7497167.185240,3816,0,NA,0,NA,0,0
SRR7497167.185241,6364,0,NA,0,NA,0,0
SRR7497167.185242,5831,0,NA,0,NA,0,0
SRR7497167.185243,4567,0,NA,0,NA,0,0
SRR7497167.185244,1579,0,NA,0,NA,0,0
SRR7497167.185245,1012,0,NA,0,NA,0,0
SRR7497167.185246,501,0,NA,0,NA,0,0
SRR7497167.185247,7034,0,NA,0,NA,0,0
SRR7497167.185248,3277,0,NA,0,NA,0,0
SRR7497167.185249,1854,0,NA,0,NA,0,0
SRR7497167.185250,2125,0,NA,0,NA,0,0
SRR7497167.185251,5297,0,NA,0,NA,0,0
SRR7497167.185252,892,0,NA,0,NA,0,0
SRR7497167.185253,649,0,NA,0,NA,0,0
SRR7497167.185254,2949,0,NA,0,NA,0,0
SRR7497167.185255,1961,0,NA,0,NA,0,0
SRR7497167.185256,5645,0,NA,0,NA,0,0
SRR7497167.185257,7700,0,NA,0,NA,0,0
SRR7497167.185258,547,0,NA,0,NA,0,0
SRR7497167.185259,5292,0,NA,0,NA,0,0
SRR7497167.185260,5756,0,NA,0,NA,0,0
SRR7497167.185261,5433,0,NA,0,NA,0,0
SRR7497167.185262,13449,0,NA,0,NA,0,0
SRR7497167.185263,8570,0,NA,0,NA,0,0
SRR7497167.185264,9632,0,NA,0,NA,0,0
SRR7497167.185265,2580,0,NA,0,NA,0,0
SRR7497167.185266,8545,0,NA,0,NA,0,0
SRR7497167.185267,5378,0,NA,0,NA,0,0
SRR7497167.185268,1671,0,NA,0,NA,0,0
SRR7497167.185269,437,0,NA,0,NA,0,0
SRR7497167.185270,3825,0,NA,0,NA,0,0
SRR7497167.185271,733,0,NA,0,NA,0,0
SRR7497167.185272,1124,0,NA,0,NA,0,0
SRR7497167.185273,4598,0,NA,0,NA,0,0
SRR7497167.185274,5194,0,NA,0,NA,0,0
SRR7497167.185275,4512,0,NA,0,NA,0,0
SRR7497167.185276,7899,0.000889115,5833,7,NA,0,1
SRR7497167.185277,2532,0.00159617,5833,4,NA,0,1
SRR7497167.185278,957,0,NA,0,NA,0,0
SRR7497167.185279,1438,0,NA,0,NA,0,0
SRR7497167.185280,1304,0.000782473,666,1,NA,0,1
SRR7497167.185281,3516,0.000286533,5833,1,NA,0,1
SRR7497167.185282,1457,0,NA,0,NA,0,0
SRR7497167.185283,5975,0,NA,0,NA,0,0
SRR7497167.185284,4045,0,NA,0,NA,0,0
SRR7497167.185285,6641,0,NA,0,NA,0,0
SRR7497167.185286,4852,0,NA,0,NA,0,0
SRR7497167.185287,6890,0,NA,0,NA,0,0
SRR7497167.185288,4597,0,NA,0,NA,0,0
SRR7497167.185289,1021,0,NA,0,NA,0,0
SRR7497167.185290,7739,0,NA,0,NA,0,0
SRR7497167.185291,2748,0,NA,0,NA,0,0
SRR7497167.185292,7586,0,NA,0,NA,0,0
SRR7497167.185293,789,0,NA,0,NA,0,0
SRR7497167.185294,3200,0,NA,0,NA,0,0
SRR7497167.185295,8220,0,NA,0,NA,0,0
SRR7497167.185296,6908,0,NA,0,NA,0,0
SRR7497167.185297,878,0,NA,0,NA,0,0
SRR7497167.185298,953,0,NA,0,NA,0,0
SRR7497167.185299,8629,0,NA,0,NA,0,0
SRR7497167.185300,4398,0,NA,0,NA,0,0
SRR7497167.185301,4673,0,NA,0,NA,0,0
SRR7497167.185302,8070,0,NA,0,NA,0,0
SRR7497167.185303,478,0,NA,0,NA,0,0
SRR7497167.185304,11350,0,NA,0,NA,0,0
SRR7497167.185305,5282,0,NA,0,NA,0,0
SRR7497167.185306,2002,0,NA,0,NA,0,0
SRR7497167.185307,7393,0,NA,0,NA,0,0
SRR7497167.185308,958,0,NA,0,NA,0,0
SRR7497167.185309,1912,0,NA,0,NA,0,0
SRR7497167.185310,945,0,NA,0,NA,0,0
SRR7497167.185311,1271,0,NA,0,NA,0,0
SRR7497167.185312,4587,0,NA,0,NA,0,0
SRR7497167.185313,1442,0,NA,0,NA,0,0
SRR7497167.185314,1758,0,NA,0,NA,0,0
SRR7497167.185315,4153,0,NA,0,NA,0,0
SRR7497167.185316,5141,0,NA,0,NA,0,0
SRR7497167.185317,4948,0,NA,0,NA,0,0
SRR7497167.185318,10848,0,NA,0,NA,0,0
SRR7497167.185319,689,0,NA,0,NA,0,0
SRR7497167.185320,1031,0,NA,0,NA,0,0
SRR7497167.185321,3842,0,NA,0,NA,0,0
SRR7497167.185322,2171,0,NA,0,NA,0,0
SRR7497167.185323,6603,0,NA,0,NA,0,0
SRR7497167.185324,2776,0,NA,0,NA,0,0
SRR7497167.185325,8595,0,NA,0,NA,0,0
SRR7497167.185326,1341,0,NA,0,NA,0,0
SRR7497167.185327,1133,0,NA,0,NA,0,0
SRR7497167.185328,7612,0,NA,0,NA,0,0
SRR7497167.185329,2872,0,NA,0,NA,0,0
SRR7497167.185330,4747,0,NA,0,NA,0,0
SRR7497167.185331,1430,0,NA,0,NA,0,0
SRR7497167.185332,1402,0,NA,0,NA,0,0
SRR7497167.185333,1468,0,NA,0,NA,0,0
SRR7497167.185334,2245,0,NA,0,NA,0,0
SRR7497167.185335,2206,0,NA,0,NA,0,0
SRR7497167.185336,6430,0.000156152,5501,1,NA,0,1
SRR7497167.185337,10073,0,NA,0,NA,0,0
SRR7497167.185338,3935,0,NA,0,NA,0,0
SRR7497167.185339,1028,0,NA,0,NA,0,0
SRR7497167.185340,882,0,NA,0,NA,0,0
SRR7497167.185341,688,0,NA,0,NA,0,0
SRR7497167.185342,7846,0,NA,0,NA,0,0
SRR7497167.185343,1638,0,NA,0,NA,0,0
SRR7497167.185344,4697,0,NA,0,NA,0,0
SRR7497167.185345,9525,0,NA,0,NA,0,0
SRR7497167.185346,9434,0,NA,0,NA,0,0
SRR7497167.185347,923,0,NA,0,NA,0,0
SRR7497167.185348,2994,0,NA,0,NA,0,0
SRR7497167.185349,1104,0,NA,0,NA,0,0
SRR7497167.185350,7373,0,NA,0,NA,0,0
SRR7497167.185351,7582,0,NA,0,NA,0,0
SRR7497167.185352,1872,0,NA,0,NA,0,0
SRR7497167.185353,898,0,NA,0,NA,0,0
SRR7497167.185354,2051,0,NA,0,NA,0,0
SRR7497167.185355,1412,0,NA,0,NA,0,0
SRR7497167.185356,6676,0,NA,0,NA,0,0
SRR7497167.185357,7723,0,NA,0,NA,0,0
SRR7497167.185358,1358,0,NA,0,NA,0,0
SRR7497167.185359,2472,0,NA,0,NA,0,0
SRR7497167.185360,1241,0.000823045,1773,1,NA,0,1
SRR7497167.185361,7628,0.00105235,5833,8,NA,0,1
SRR7497167.185362,762,0,NA,0,NA,0,0
SRR7497167.185363,4944,0,NA,0,NA,0,0
SRR7497167.185364,1865,0,NA,0,NA,0,0
SRR7497167.185365,5127,0,NA,0,NA,0,0
SRR7497167.185366,507,0,NA,0,NA,0,0
SRR7497167.185367,1083,0,NA,0,NA,0,0
SRR7497167.185368,5509,0,NA,0,NA,0,0
SRR7497167.185369,2773,0,NA,0,NA,0,0
SRR7497167.185370,871,0,NA,0,NA,0,0
SRR7497167.185371,6828,0,NA,0,NA,0,0
SRR7497167.185372,2640,0,NA,0,NA,0,0
SRR7497167.185373,5420,0.00111235,5833,6,NA,0,1
SRR7497167.185374,751,0,NA,0,NA,0,0
SRR7497167.185375,1530,0,NA,0,NA,0,0
SRR7497167.185376,1460,0,NA,0,NA,0,0
SRR7497167.185377,4066,0,NA,0,NA,0,0
SRR7497167.185378,2747,0,NA,0,NA,0,0
SRR7497167.185379,4278,0,NA,0,NA,0,0
SRR7497167.185380,4874,0,NA,0,NA,0,0
SRR7497167.185381,4239,0,NA,0,NA,0,0
SRR7497167.185382,4677,0.00086003,5833,4,NA,0,1
SRR7497167.185383,1673,0,NA,0,NA,0,0
SRR7497167.185384,1428,0,NA,0,NA,0,0
SRR7497167.185385,2929,0,NA,0,NA,0,0
SRR7497167.185386,7358,0,NA,0,NA,0,0
SRR7497167.185387,8463,0,NA,0,NA,0,0
SRR7497167.185388,3377,0.000298418,5501,1,NA,0,1
SRR7497167.185389,4244,0,NA,0,NA,0,0
SRR7497167.185390,1131,0,NA,0,NA,0,0
SRR7497167.185391,385,0,NA,0,NA,0,0
SRR7497167.185392,3864,0,NA,0,NA,0,0
SRR7497167.185393,977,0,NA,0,NA,0,0
SRR7497167.185394,829,0,NA,0,NA,0,0
SRR7497167.185395,5389,0,NA,0,NA,0,0
SRR7497167.185396,7798,0,NA,0,NA,0,0
SRR7497167.185397,1040,0,NA,0,NA,0,0
SRR7497167.185398,898,0,NA,0,NA,0,0
SRR7497167.185399,795,0,NA,0,NA,0,0
SRR7497167.185400,6867,0,NA,0,NA,0,0
SRR7497167.185401,13988,0,NA,0,NA,0,0
SRR7497167.185402,5562,0,NA,0,NA,0,0
SRR7497167.185403,6061,0,NA,0,NA,0,0
SRR7497167.185404,4374,0,NA,0,NA,0,0
SRR7497167.185405,4252,0,NA,0,NA,0,0
SRR7497167.185406,703,0,NA,0,NA,0,0
SRR7497167.185407,4801,0,NA,0,NA,0,0
SRR7497167.185408,3930,0,NA,0,NA,0,0
SRR7497167.185409,4895,0,NA,0,NA,0,0
SRR7497167.185410,1927,0,NA,0,NA,0,0
SRR7497167.185411,1851,0,NA,0,NA,0,0
SRR7497167.185412,2141,0,NA,0,NA,0,0
SRR7497167.185413,1707,0,NA,0,NA,0,0
SRR7497167.185414,1204,0,NA,0,NA,0,0
SRR7497167.185415,313,0,NA,0,NA,0,0
SRR7497167.185416,2902,0,NA,0,NA,0,0
SRR7497167.185417,1818,0,NA,0,NA,0,0
SRR7497167.185418,4492,0,NA,0,NA,0,0
SRR7497167.185419,708,0,NA,0,NA,0,0
SRR7497167.185420,2213,0,NA,0,NA,0,0
SRR7497167.185421,2703,0,NA,0,NA,0,0
SRR7497167.185422,1433,0,NA,0,NA,0,0
SRR7497167.185423,1279,0,NA,0,NA,0,0
SRR7497167.185424,3908,0,NA,0,NA,0,0
SRR7497167.185425,855,0,NA,0,NA,0,0
SRR7497167.185426,1975,0,NA,0,NA,0,0
SRR7497167.185427,6369,0,NA,0,NA,0,0
SRR7497167.185428,4259,0,NA,0,NA,0,0
SRR7497167.185429,3108,0,NA,0,NA,0,0
SRR7497167.185430,3503,0,NA,0,NA,0,0
SRR7497167.185431,505,0,NA,0,NA,0,0
SRR7497167.185432,9600,0,NA,0,NA,0,0
SRR7497167.185433,2620,0,NA,0,NA,0,0
SRR7497167.185434,1931,0,NA,0,NA,0,0
SRR7497167.185435,3156,0.000638978,562,2,NA,0,1
SRR7497167.185436,7489,0.00361785,5501,27,NA,0,1
SRR7497167.185437,1390,0,NA,0,NA,0,0
SRR7497167.185438,4266,0,NA,0,NA,0,0
SRR7497167.185439,7013,0,NA,0,NA,0,0
SRR7497167.185440,2270,0,NA,0,NA,0,0
SRR7497167.185441,1539,0,NA,0,NA,0,0
SRR7497167.185442,4659,0,NA,0,NA,0,0
SRR7497167.185443,3888,0,NA,0,NA,0,0
SRR7497167.185444,2437,0,NA,0,NA,0,0
SRR7497167.185445,924,0,NA,0,NA,0,0
SRR7497167.185446,8101,0,NA,0,NA,0,0
SRR7497167.185447,2609,0,NA,0,NA,0,0
SRR7497167.185448,7118,0,NA,0,NA,0,0
SRR7497167.185449,791,0,NA,0,NA,0,0
SRR7497167.185450,4085,0,NA,0,NA,0,0
SRR7497167.185451,5019,0,NA,0,NA,0,0
SRR7497167.185452,3518,0,NA,0,NA,0,0
SRR7497167.185453,6265,0,NA,0,NA,0,0
SRR7497167.185454,3125,0,NA,0,NA,0,0
SRR7497167.185455,3401,0,NA,0,NA,0,0
SRR7497167.185456,684,0,NA,0,NA,0,0
SRR7497167.185457,2749,0,NA,0,NA,0,0
SRR7497167.185458,9213,0,NA,0,NA,0,0
SRR7497167.185459,7760,0,NA,0,NA,0,0
SRR7497167.185460,1256,0,NA,0,NA,0,0
SRR7497167.185461,528,0,NA,0,NA,0,0
SRR7497167.185462,8476,0,NA,0,NA,0,0
SRR7497167.185463,5773,0,NA,0,NA,0,0
SRR7497167.185464,2281,0,NA,0,NA,0,0
SRR7497167.185465,930,0,NA,0,NA,0,0
SRR7497167.185466,3041,0,NA,0,NA,0,0
SRR7497167.185467,820,0,NA,0,NA,0,0
SRR7497167.185468,9197,0,NA,0,NA,0,0
SRR7497167.185469,3580,0,NA,0,NA,0,0
SRR7497167.185470,1664,0,NA,0,NA,0,0
SRR7497167.185471,1361,0,NA,0,NA,0,0
SRR7497167.185472,10627,0,NA,0,NA,0,0
SRR7497167.185473,5760,0,NA,0,NA,0,0
SRR7497167.185474,2689,0,NA,0,NA,0,0
SRR7497167.185475,2610,0,NA,0,NA,0,0
SRR7497167.185476,3268,0,NA,0,NA,0,0
SRR7497167.185477,3941,0,NA,0,NA,0,0
SRR7497167.185478,1220,0,NA,0,NA,0,0
SRR7497167.185479,4567,0,NA,0,NA,0,0
SRR7497167.185480,2437,0,NA,0,NA,0,0
SRR7497167.185481,7507,0,NA,0,NA,0,0
SRR7497167.185482,3683,0,NA,0,NA,0,0
SRR7497167.185483,2001,0,NA,0,NA,0,0
SRR7497167.185484,3237,0,NA,0,NA,0,0
SRR7497167.185485,7840,0,NA,0,NA,0,0
SRR7497167.185486,1532,0,NA,0,NA,0,0
SRR7497167.185487,475,0,NA,0,NA,0,0
SRR7497167.185488,2827,0,NA,0,NA,0,0
SRR7497167.185489,3087,0,NA,0,NA,0,0
SRR7497167.185490,2376,0,NA,0,NA,0,0
SRR7497167.185491,6802,0,NA,0,NA,0,0
SRR7497167.185492,863,0,NA,0,NA,0,0
SRR7497167.185493,2692,0,NA,0,NA,0,0
SRR7497167.185494,1841,0,NA,0,NA,0,0
SRR7497167.185495,5735,0,NA,0,NA,0,0
SRR7497167.185496,6749,0,NA,0,NA,0,0
SRR7497167.185497,5689,0,NA,0,NA,0,0
SRR7497167.185498,10990,0,NA,0,NA,0,0
SRR7497167.185499,328,0,NA,0,NA,0,0
SRR7497167.185500,4363,0,NA,0,NA,0,0
SRR7497167.185501,3083,0,NA,0,NA,0,0
SRR7497167.185502,8637,0,NA,0,NA,0,0
SRR7497167.185503,3786,0,NA,0,NA,0,0
SRR7497167.185504,660,0,NA,0,NA,0,0
SRR7497167.185505,921,0,NA,0,NA,0,0
SRR7497167.185506,9191,0,NA,0,NA,0,0
SRR7497167.185507,1932,0,NA,0,NA,0,0
SRR7497167.185508,3317,0,NA,0,NA,0,0
SRR7497167.185509,999,0,NA,0,NA,0,0
SRR7497167.185510,7137,0,NA,0,NA,0,0
SRR7497167.185511,464,0,NA,0,NA,0,0
SRR7497167.185512,3394,0,NA,0,NA,0,0
SRR7497167.185513,829,0,NA,0,NA,0,0
SRR7497167.185514,5851,0,NA,0,NA,0,0
SRR7497167.185515,7139,0,NA,0,NA,0,0
SRR7497167.185516,3704,0,NA,0,NA,0,0
SRR7497167.185517,3509,0,NA,0,NA,0,0
SRR7497167.185518,2998,0,NA,0,NA,0,0
SRR7497167.185519,1523,0,NA,0,NA,0,0
SRR7497167.185520,1593,0,NA,0,NA,0,0
SRR7497167.185521,1072,0,NA,0,NA,0,0
SRR7497167.185522,2179,0,NA,0,NA,0,0
SRR7497167.185523,2382,0,NA,0,NA,0,0
SRR7497167.185524,1316,0,NA,0,NA,0,0
SRR7497167.185525,4994,0,NA,0,NA,0,0
SRR7497167.185526,445,0,NA,0,NA,0,0
SRR7497167.185527,1536,0,NA,0,NA,0,0
SRR7497167.185528,1813,0,NA,0,NA,0,0
SRR7497167.185529,3630,0,NA,0,NA,0,0
SRR7497167.185530,5541,0,NA,0,NA,0,0
SRR7497167.185531,2756,0,NA,0,NA,0,0
SRR7497167.185532,3209,0,NA,0,NA,0,0
SRR7497167.185533,3988,0,NA,0,NA,0,0
SRR7497167.185534,9202,0,NA,0,NA,0,0
SRR7497167.185535,365,0,NA,0,NA,0,0
SRR7497167.185536,3142,0,NA,0,NA,0,0
SRR7497167.185537,2306,0,NA,0,NA,0,0
SRR7497167.185538,2520,0,NA,0,NA,0,0
SRR7497167.185539,6756,0,NA,0,NA,0,0
SRR7497167.185540,5781,0,NA,0,NA,0,0
SRR7497167.185541,479,0,NA,0,NA,0,0
SRR7497167.185542,8432,0,NA,0,NA,0,0
SRR7497167.185543,2047,0,NA,0,NA,0,0
SRR7497167.185544,1329,0,NA,0,NA,0,0
SRR7497167.185545,614,0,NA,0,NA,0,0
SRR7497167.185546,731,0,NA,0,NA,0,0
SRR7497167.185547,3163,0,NA,0,NA,0,0
SRR7497167.185548,2241,0,NA,0,NA,0,0
SRR7497167.185549,3446,0,NA,0,NA,0,0
SRR7497167.185550,8618,0,NA,0,NA,0,0
SRR7497167.185551,5530,0,NA,0,NA,0,0
SRR7497167.185552,3280,0,NA,0,NA,0,0
SRR7497167.185553,1067,0,NA,0,NA,0,0
SRR7497167.185554,5769,0,NA,0,NA,0,0
SRR7497167.185555,8452,0,NA,0,NA,0,0
SRR7497167.185556,2721,0,NA,0,NA,0,0
SRR7497167.185557,2278,0,NA,0,NA,0,0
SRR7497167.185558,397,0,NA,0,NA,0,0
SRR7497167.185559,999,0,NA,0,NA,0,0
SRR7497167.185560,4274,0,NA,0,NA,0,0
SRR7497167.185561,1487,0,NA,0,NA,0,0
SRR7497167.185562,1024,0,NA,0,NA,0,0
SRR7497167.185563,1914,0,NA,0,NA,0,0
SRR7497167.185564,4960,0,NA,0,NA,0,0
SRR7497167.185565,1477,0,NA,0,NA,0,0
SRR7497167.185566,4249,0.00805115,5501,34,NA,0,1
SRR7497167.185567,1080,0,NA,0,NA,0,0
SRR7497167.185568,3090,0,NA,0,NA,0,0
SRR7497167.185569,910,0,NA,0,NA,0,0
SRR7497167.185570,2628,0,NA,0,NA,0,0
SRR7497167.185571,3619,0,NA,0,NA,0,0
SRR7497167.185572,2580,0,NA,0,NA,0,0
SRR7497167.185573,583,0,NA,0,NA,0,0
SRR7497167.185574,5119,0,NA,0,NA,0,0
SRR7497167.185575,7500,0,NA,0,NA,0,0
SRR7497167.185576,922,0,NA,0,NA,0,0
SRR7497167.185577,1918,0,NA,0,NA,0,0
SRR7497167.185578,1435,0,NA,0,NA,0,0
SRR7497167.185579,14425,0,NA,0,NA,0,0
SRR7497167.185580,3257,0,NA,0,NA,0,0
SRR7497167.185581,2005,0,NA,0,NA,0,0
SRR7497167.185582,586,0,NA,0,NA,0,0
SRR7497167.185583,742,0,NA,0,NA,0,0
SRR7497167.185584,1092,0,NA,0,NA,0,0
SRR7497167.185585,1810,0,NA,0,NA,0,0
SRR7497167.185586,861,0,NA,0,NA,0,0
SRR7497167.185587,4007,0.000251193,666,1,NA,0,1
SRR7497167.185588,10019,0,NA,0,NA,0,0
SRR7497167.185589,1769,0,NA,0,NA,0,0
SRR7497167.185590,3169,0,NA,0,NA,0,0
SRR7497167.185591,607,0,NA,0,NA,0,0
SRR7497167.185592,1509,0,NA,0,NA,0,0
SRR7497167.185593,661,0,NA,0,NA,0,0
SRR7497167.185594,5507,0,NA,0,NA,0,0
SRR7497167.185595,15370,0,NA,0,NA,0,0
SRR7497167.185596,10246,0,NA,0,NA,0,0
SRR7497167.185597,2018,0,NA,0,NA,0,0
SRR7497167.185598,3724,0.00243375,5501,9,NA,0,1
SRR7497167.185599,3552,0,NA,0,NA,0,0
SRR7497167.185600,3518,0,NA,0,NA,0,0
SRR7497167.185601,1673,0,NA,0,NA,0,0
SRR7497167.185602,4366,0,NA,0,NA,0,0
SRR7497167.185603,7021,0,NA,0,NA,0,0
SRR7497167.185604,8424,0,NA,0,NA,0,0
SRR7497167.185605,792,0,NA,0,NA,0,0
SRR7497167.185606,4264,0,NA,0,NA,0,0
SRR7497167.185607,1899,0,NA,0,NA,0,0
SRR7497167.185608,5967,0,NA,0,NA,0,0
SRR7497167.185609,7358,0.00150027,5501,11,NA,0,1
SRR7497167.185610,3349,0,NA,0,NA,0,0
SRR7497167.185611,909,0,NA,0,NA,0,0
SRR7497167.185612,723,0,NA,0,NA,0,0
SRR7497167.185613,6102,0,NA,0,NA,0,0
SRR7497167.185614,703,0,NA,0,NA,0,0
SRR7497167.185615,1890,0,NA,0,NA,0,0
SRR7497167.185616,8910,0,NA,0,NA,0,0
SRR7497167.185617,4605,0,NA,0,NA,0,0
SRR7497167.185618,2219,0,NA,0,NA,0,0
SRR7497167.185619,451,0,NA,0,NA,0,0
