Object_ID, Length, Assignment
SRR7497167.390381,7765,NA
SRR7497167.390382,918,NA
SRR7497167.390383,4592,NA
SRR7497167.390384,8758,NA
SRR7497167.390385,5105,NA
SRR7497167.390386,3182,5501
SRR7497167.390387,1007,NA
SRR7497167.390388,1265,NA
SRR7497167.390389,538,NA
SRR7497167.390390,8108,NA
SRR7497167.390391,6522,NA
SRR7497167.390392,7942,NA
SRR7497167.390393,1777,NA
SRR7497167.390394,4106,NA
SRR7497167.390395,688,NA
SRR7497167.390396,7415,NA
SRR7497167.390397,3283,5833
SRR7497167.390398,2576,NA
SRR7497167.390399,3006,NA
SRR7497167.390400,5965,NA
SRR7497167.390401,5364,NA
SRR7497167.390402,7142,NA
SRR7497167.390403,7529,NA
SRR7497167.390404,1227,NA
SRR7497167.390405,4345,NA
SRR7497167.390406,383,NA
SRR7497167.390407,4116,NA
SRR7497167.390408,3548,NA
SRR7497167.390409,3656,NA
SRR7497167.390410,496,NA
SRR7497167.390411,11188,1280
SRR7497167.390412,645,NA
SRR7497167.390413,4551,NA
SRR7497167.390414,3605,NA
SRR7497167.390415,3472,NA
SRR7497167.390416,7190,NA
SRR7497167.390417,3781,NA
SRR7497167.390418,4525,NA
SRR7497167.390419,4884,NA
SRR7497167.390420,6942,5501
SRR7497167.390421,5580,NA
SRR7497167.390422,6066,NA
SRR7497167.390423,632,NA
SRR7497167.390424,647,NA
SRR7497167.390425,7725,NA
SRR7497167.390426,7820,NA
SRR7497167.390427,2678,NA
SRR7497167.390428,5313,NA
SRR7497167.390429,8562,5501
SRR7497167.390430,3273,NA
SRR7497167.390431,10857,NA
SRR7497167.390432,7263,NA
SRR7497167.390433,1710,NA
SRR7497167.390434,4018,NA
SRR7497167.390435,2831,NA
SRR7497167.390436,2039,NA
SRR7497167.390437,1240,NA
SRR7497167.390438,802,NA
SRR7497167.390439,4476,NA
SRR7497167.390440,1771,NA
SRR7497167.390441,971,NA
SRR7497167.390442,1417,NA
SRR7497167.390443,1266,NA
SRR7497167.390444,617,NA
SRR7497167.390445,2584,NA
SRR7497167.390446,3052,NA
SRR7497167.390447,11541,NA
SRR7497167.390448,8462,NA
SRR7497167.390449,6511,NA
SRR7497167.390450,1439,NA
SRR7497167.390451,1873,NA
SRR7497167.390452,1574,NA
SRR7497167.390453,1344,NA
SRR7497167.390454,8048,NA
SRR7497167.390455,5960,NA
SRR7497167.390456,10073,NA
SRR7497167.390457,471,NA
SRR7497167.390458,1185,NA
SRR7497167.390459,1496,NA
SRR7497167.390460,1241,NA
SRR7497167.390461,5271,5833
SRR7497167.390462,1908,NA
SRR7497167.390463,1401,5833
SRR7497167.390464,3750,NA
SRR7497167.390465,9837,NA
SRR7497167.390466,488,NA
SRR7497167.390467,549,NA
SRR7497167.390468,2335,NA
SRR7497167.390469,1589,NA
SRR7497167.390470,1549,NA
SRR7497167.390471,5085,NA
SRR7497167.390472,551,NA
SRR7497167.390473,6610,NA
SRR7497167.390474,1446,NA
SRR7497167.390475,9312,NA
SRR7497167.390476,1660,NA
SRR7497167.390477,1777,NA
SRR7497167.390478,1752,NA
SRR7497167.390479,3063,NA
SRR7497167.390480,5505,NA
SRR7497167.390481,1924,NA
SRR7497167.390482,5366,NA
SRR7497167.390483,2300,NA
SRR7497167.390484,784,NA
SRR7497167.390485,5370,NA
SRR7497167.390486,2843,NA
SRR7497167.390487,3574,NA
SRR7497167.390488,3280,NA
SRR7497167.390489,7633,5833
SRR7497167.390490,469,NA
SRR7497167.390491,698,NA
SRR7497167.390492,6000,NA
SRR7497167.390493,6687,NA
SRR7497167.390494,2159,NA
SRR7497167.390495,8855,NA
SRR7497167.390496,423,NA
SRR7497167.390497,8361,NA
SRR7497167.390498,850,NA
SRR7497167.390499,2913,NA
SRR7497167.390500,2578,NA
SRR7497167.390501,8675,NA
SRR7497167.390502,5744,NA
SRR7497167.390503,2290,NA
SRR7497167.390504,7974,NA
SRR7497167.390505,2933,NA
SRR7497167.390506,3956,NA
SRR7497167.390507,5976,NA
SRR7497167.390508,1068,NA
SRR7497167.390509,1064,NA
SRR7497167.390510,8934,NA
SRR7497167.390511,6794,NA
SRR7497167.390512,5323,NA
SRR7497167.390513,862,NA
SRR7497167.390514,2725,NA
SRR7497167.390515,3845,NA
SRR7497167.390516,758,NA
SRR7497167.390517,3627,NA
SRR7497167.390518,2473,NA
SRR7497167.390519,4541,NA
SRR7497167.390520,1176,NA
SRR7497167.390521,2868,NA
SRR7497167.390522,748,NA
SRR7497167.390523,728,NA
SRR7497167.390524,2780,NA
SRR7497167.390525,1035,NA
SRR7497167.390526,2373,NA
SRR7497167.390527,1133,NA
SRR7497167.390528,4121,NA
SRR7497167.390529,4792,5501
SRR7497167.390530,3196,NA
SRR7497167.390531,4612,NA
SRR7497167.390532,1198,NA
SRR7497167.390533,690,NA
SRR7497167.390534,609,NA
SRR7497167.390535,1821,NA
SRR7497167.390536,4090,NA
SRR7497167.390537,1296,NA
SRR7497167.390538,762,NA
SRR7497167.390539,3308,NA
SRR7497167.390540,1456,NA
SRR7497167.390541,2143,NA
SRR7497167.390542,2723,NA
SRR7497167.390543,1500,NA
SRR7497167.390544,2201,NA
SRR7497167.390545,8114,NA
SRR7497167.390546,8850,NA
SRR7497167.390547,464,NA
SRR7497167.390548,3789,NA
SRR7497167.390549,7200,NA
SRR7497167.390550,3778,NA
SRR7497167.390551,7648,NA
SRR7497167.390552,1146,NA
SRR7497167.390553,350,NA
SRR7497167.390554,1334,NA
SRR7497167.390555,8402,NA
SRR7497167.390556,1053,NA
SRR7497167.390557,2686,NA
SRR7497167.390558,2407,NA
SRR7497167.390559,310,NA
SRR7497167.390560,7900,NA
SRR7497167.390561,5466,NA
SRR7497167.390562,2196,NA
SRR7497167.390563,3450,NA
SRR7497167.390564,2197,NA
SRR7497167.390565,3150,NA
SRR7497167.390566,7553,NA
SRR7497167.390567,13758,NA
SRR7497167.390568,2564,NA
SRR7497167.390569,3388,NA
SRR7497167.390570,7854,NA
SRR7497167.390571,9272,NA
SRR7497167.390572,2456,NA
SRR7497167.390573,6211,NA
SRR7497167.390574,2191,NA
SRR7497167.390575,1386,NA
SRR7497167.390576,7039,NA
SRR7497167.390577,1612,NA
SRR7497167.390578,8948,NA
SRR7497167.390579,4172,NA
SRR7497167.390580,1565,NA
SRR7497167.390581,784,NA
SRR7497167.390582,7617,NA
SRR7497167.390583,1523,NA
SRR7497167.390584,796,NA
SRR7497167.390585,668,NA
SRR7497167.390586,4939,NA
SRR7497167.390587,3791,NA
SRR7497167.390588,3043,NA
SRR7497167.390589,5042,NA
SRR7497167.390590,2656,NA
SRR7497167.390591,3668,NA
SRR7497167.390592,3108,NA
SRR7497167.390593,2274,NA
SRR7497167.390594,9417,NA
SRR7497167.390595,7829,NA
SRR7497167.390596,3539,5833
SRR7497167.390597,2739,NA
SRR7497167.390598,2601,NA
SRR7497167.390599,1431,NA
SRR7497167.390600,14913,NA
SRR7497167.390601,2797,NA
SRR7497167.390602,734,NA
SRR7497167.390603,546,NA
SRR7497167.390604,1836,NA
SRR7497167.390605,1424,NA
SRR7497167.390606,1738,NA
SRR7497167.390607,545,NA
SRR7497167.390608,858,NA
SRR7497167.390609,8305,NA
SRR7497167.390610,5364,NA
SRR7497167.390611,4080,NA
SRR7497167.390612,9665,NA
SRR7497167.390613,7382,NA
SRR7497167.390614,4082,NA
SRR7497167.390615,6955,NA
SRR7497167.390616,3037,NA
SRR7497167.390617,2546,5501
SRR7497167.390618,1535,NA
SRR7497167.390619,1110,NA
SRR7497167.390620,4813,NA
SRR7497167.390621,5716,NA
SRR7497167.390622,5112,NA
SRR7497167.390623,2704,NA
SRR7497167.390624,2747,NA
SRR7497167.390625,8154,NA
SRR7497167.390626,5856,NA
SRR7497167.390627,2269,NA
SRR7497167.390628,1476,NA
SRR7497167.390629,1390,NA
SRR7497167.390630,1086,NA
SRR7497167.390631,1559,NA
SRR7497167.390632,8191,NA
SRR7497167.390633,14225,NA
SRR7497167.390634,2296,NA
SRR7497167.390635,1201,NA
SRR7497167.390636,3396,NA
SRR7497167.390637,3152,NA
SRR7497167.390638,643,NA
SRR7497167.390639,1926,NA
SRR7497167.390640,441,NA
SRR7497167.390641,2253,NA
SRR7497167.390642,3850,NA
SRR7497167.390643,9785,NA
SRR7497167.390644,3391,NA
SRR7497167.390645,1993,NA
SRR7497167.390646,928,NA
SRR7497167.390647,1161,NA
SRR7497167.390648,3803,NA
SRR7497167.390649,8686,NA
SRR7497167.390650,8443,NA
SRR7497167.390651,4277,NA
SRR7497167.390652,7115,NA
SRR7497167.390653,3875,NA
SRR7497167.390654,4356,NA
SRR7497167.390655,6786,NA
SRR7497167.390656,2453,NA
SRR7497167.390657,6006,NA
SRR7497167.390658,1882,NA
SRR7497167.390659,5533,5833
SRR7497167.390660,6652,NA
SRR7497167.390661,3037,NA
SRR7497167.390662,2808,NA
SRR7497167.390663,2131,NA
SRR7497167.390664,7412,NA
SRR7497167.390665,3384,NA
SRR7497167.390666,4591,NA
SRR7497167.390667,2829,NA
SRR7497167.390668,974,NA
SRR7497167.390669,1868,NA
SRR7497167.390670,10686,NA
SRR7497167.390671,503,NA
SRR7497167.390672,1822,NA
SRR7497167.390673,8528,NA
SRR7497167.390674,2254,NA
SRR7497167.390675,723,NA
SRR7497167.390676,3641,NA
SRR7497167.390677,1544,NA
SRR7497167.390678,3191,NA
SRR7497167.390679,5219,NA
SRR7497167.390680,2711,NA
SRR7497167.390681,5430,NA
SRR7497167.390682,8852,NA
SRR7497167.390683,2989,NA
SRR7497167.390684,10321,NA
SRR7497167.390685,2655,NA
SRR7497167.390686,5252,NA
SRR7497167.390687,3249,NA
SRR7497167.390688,7813,NA
SRR7497167.390689,1910,NA
SRR7497167.390690,10871,NA
SRR7497167.390691,3749,NA
SRR7497167.390692,5399,NA
SRR7497167.390693,3571,NA
SRR7497167.390694,9954,NA
SRR7497167.390695,1377,NA
SRR7497167.390696,6005,NA
SRR7497167.390697,2306,NA
SRR7497167.390698,1362,NA
SRR7497167.390699,11358,NA
SRR7497167.390700,923,NA
SRR7497167.390701,2694,NA
SRR7497167.390702,8964,NA
SRR7497167.390703,6638,NA
SRR7497167.390704,3181,NA
SRR7497167.390705,5755,NA
SRR7497167.390706,1262,NA
SRR7497167.390707,7920,NA
SRR7497167.390708,3979,NA
SRR7497167.390709,3149,NA
SRR7497167.390710,1789,NA
SRR7497167.390711,6353,NA
SRR7497167.390712,1422,NA
SRR7497167.390713,4813,NA
SRR7497167.390714,6909,NA
SRR7497167.390715,2160,NA
SRR7497167.390716,1844,NA
SRR7497167.390717,1362,NA
SRR7497167.390718,671,NA
SRR7497167.390719,1614,NA
SRR7497167.390720,677,NA
SRR7497167.390721,7149,NA
SRR7497167.390722,9624,NA
SRR7497167.390723,1374,NA
SRR7497167.390724,4505,NA
SRR7497167.390725,3692,NA
SRR7497167.390726,1529,NA
SRR7497167.390727,2587,NA
SRR7497167.390728,9289,NA
SRR7497167.390729,1170,NA
SRR7497167.390730,2815,NA
SRR7497167.390731,2635,NA
SRR7497167.390732,3879,NA
SRR7497167.390733,2542,NA
SRR7497167.390734,2055,NA
SRR7497167.390735,468,NA
SRR7497167.390736,1678,NA
SRR7497167.390737,3520,NA
SRR7497167.390738,1062,NA
SRR7497167.390739,1853,NA
SRR7497167.390740,518,NA
SRR7497167.390741,1051,NA
SRR7497167.390742,4609,5833
SRR7497167.390743,3428,NA
SRR7497167.390744,1383,NA
SRR7497167.390745,5726,NA
SRR7497167.390746,6862,NA
SRR7497167.390747,1819,NA
SRR7497167.390748,3907,NA
SRR7497167.390749,2750,NA
SRR7497167.390750,2660,NA
SRR7497167.390751,1601,NA
SRR7497167.390752,2512,NA
SRR7497167.390753,2085,NA
SRR7497167.390754,1057,NA
SRR7497167.390755,890,NA
SRR7497167.390756,2761,NA
SRR7497167.390757,4062,NA
SRR7497167.390758,2146,NA
SRR7497167.390759,1402,NA
SRR7497167.390760,5533,NA
SRR7497167.390761,1391,NA
SRR7497167.390762,7774,NA
SRR7497167.390763,2149,NA
SRR7497167.390764,6395,NA
SRR7497167.390765,2217,5833
SRR7497167.390766,1484,NA
SRR7497167.390767,2418,NA
SRR7497167.390768,893,NA
SRR7497167.390769,2359,NA
SRR7497167.390770,2595,NA
SRR7497167.390771,2849,NA
SRR7497167.390772,1242,NA
SRR7497167.390773,9166,1513
SRR7497167.390774,3951,NA
SRR7497167.390775,1059,NA
SRR7497167.390776,3179,NA
SRR7497167.390777,1733,NA
SRR7497167.390778,1156,NA
SRR7497167.390779,1298,NA
SRR7497167.390780,1489,NA
SRR7497167.390781,2940,NA
SRR7497167.390782,3895,NA
SRR7497167.390783,3359,NA
SRR7497167.390784,3556,NA
SRR7497167.390785,7014,NA
SRR7497167.390786,2741,NA
SRR7497167.390787,4304,NA
SRR7497167.390788,2126,NA
SRR7497167.390789,10767,NA
SRR7497167.390790,11236,NA
SRR7497167.390791,948,NA
SRR7497167.390792,8085,NA
SRR7497167.390793,3434,5501
SRR7497167.390794,1841,NA
SRR7497167.390795,5049,NA
SRR7497167.390796,6201,5501
SRR7497167.390797,642,NA
SRR7497167.390798,1893,NA
SRR7497167.390799,591,NA
SRR7497167.390800,5015,NA
SRR7497167.390801,1042,NA
SRR7497167.390802,8408,5833
SRR7497167.390803,7201,NA
SRR7497167.390804,468,NA
SRR7497167.390805,883,NA
SRR7497167.390806,2873,NA
SRR7497167.390807,14616,NA
SRR7497167.390808,1048,NA
SRR7497167.390809,1995,NA
SRR7497167.390810,7179,NA
SRR7497167.390811,4156,NA
SRR7497167.390812,3165,NA
SRR7497167.390813,888,NA
SRR7497167.390814,5637,NA
SRR7497167.390815,3855,NA
SRR7497167.390816,2654,NA
SRR7497167.390817,7025,NA
SRR7497167.390818,2836,NA
SRR7497167.390819,7110,NA
SRR7497167.390820,1992,NA
SRR7497167.390821,1630,NA
SRR7497167.390822,5615,NA
SRR7497167.390823,4619,NA
SRR7497167.390824,10402,NA
SRR7497167.390825,2069,5501
SRR7497167.390826,2725,NA
SRR7497167.390827,1930,NA
SRR7497167.390828,2945,NA
SRR7497167.390829,770,NA
SRR7497167.390830,3767,NA
SRR7497167.390831,2644,NA
SRR7497167.390832,3878,NA
SRR7497167.390833,4240,NA
SRR7497167.390834,1074,NA
SRR7497167.390835,1756,5833
SRR7497167.390836,2860,NA
SRR7497167.390837,11974,NA
SRR7497167.390838,6663,NA
SRR7497167.390839,7766,NA
SRR7497167.390840,2200,NA
SRR7497167.390841,9270,NA
SRR7497167.390842,3564,NA
SRR7497167.390843,1458,NA
SRR7497167.390844,2212,NA
SRR7497167.390845,13390,NA
SRR7497167.390846,1372,NA
SRR7497167.390847,3727,NA
SRR7497167.390848,1292,NA
SRR7497167.390849,3585,NA
SRR7497167.390850,598,NA
SRR7497167.390851,2843,NA
SRR7497167.390852,433,NA
SRR7497167.390853,6361,NA
SRR7497167.390854,1265,NA
SRR7497167.390855,8650,NA
SRR7497167.390856,593,NA
SRR7497167.390857,1667,NA
SRR7497167.390858,2365,NA
SRR7497167.390859,6629,NA
SRR7497167.390860,1537,NA
SRR7497167.390861,993,NA
SRR7497167.390862,1654,NA
SRR7497167.390863,653,NA
SRR7497167.390864,5641,5833
SRR7497167.390865,1843,NA
SRR7497167.390866,7822,5833
SRR7497167.390867,3696,NA
SRR7497167.390868,787,NA
SRR7497167.390869,2039,NA
SRR7497167.390870,2279,NA
SRR7497167.390871,8964,NA
SRR7497167.390872,4058,NA
SRR7497167.390873,2469,NA
SRR7497167.390874,1749,NA
SRR7497167.390875,2377,NA
SRR7497167.390876,8215,NA
SRR7497167.390877,1560,NA
SRR7497167.390878,915,NA
SRR7497167.390879,9169,5501
SRR7497167.390880,2171,NA
SRR7497167.390881,1600,5501
SRR7497167.390882,9130,NA
SRR7497167.390883,1001,NA
SRR7497167.390884,9535,NA
SRR7497167.390885,2597,NA
SRR7497167.390886,2150,NA
SRR7497167.390887,6741,NA
SRR7497167.390888,3523,NA
SRR7497167.390889,2684,NA
SRR7497167.390890,14045,NA
SRR7497167.390891,9030,NA
SRR7497167.390892,1714,NA
SRR7497167.390893,7039,NA
SRR7497167.390894,2080,NA
SRR7497167.390895,1993,NA
SRR7497167.390896,3905,NA
SRR7497167.390897,7290,NA
SRR7497167.390898,2315,NA
SRR7497167.390899,818,NA
SRR7497167.390900,2092,NA
SRR7497167.390901,6525,NA
SRR7497167.390902,3868,NA
SRR7497167.390903,9354,NA
SRR7497167.390904,6099,NA
SRR7497167.390905,1628,NA
SRR7497167.390906,4170,NA
SRR7497167.390907,2808,NA
SRR7497167.390908,696,NA
SRR7497167.390909,4800,NA
SRR7497167.390910,559,NA
SRR7497167.390911,821,NA
SRR7497167.390912,7883,NA
SRR7497167.390913,873,NA
SRR7497167.390914,5276,NA
SRR7497167.390915,4037,562
SRR7497167.390916,3979,NA
SRR7497167.390917,3362,NA
SRR7497167.390918,3274,NA
SRR7497167.390919,3258,NA
SRR7497167.390920,2562,NA
SRR7497167.390921,3592,NA
SRR7497167.390922,8518,NA
SRR7497167.390923,1113,NA
SRR7497167.390924,2258,NA
SRR7497167.390925,1703,NA
SRR7497167.390926,1336,NA
SRR7497167.390927,2535,NA
SRR7497167.390928,7352,NA
SRR7497167.390929,1407,NA
SRR7497167.390930,8840,5833
SRR7497167.390931,807,NA
SRR7497167.390932,6939,NA
SRR7497167.390933,5389,NA
SRR7497167.390934,3536,NA
SRR7497167.390935,6374,NA
SRR7497167.390936,406,NA
SRR7497167.390937,7686,NA
SRR7497167.390938,4327,NA
SRR7497167.390939,5492,NA
SRR7497167.390940,9357,NA
SRR7497167.390941,502,NA
SRR7497167.390942,2188,NA
SRR7497167.390943,7122,NA
SRR7497167.390944,8501,NA
SRR7497167.390945,10038,NA
SRR7497167.390946,5120,NA
SRR7497167.390947,1426,NA
SRR7497167.390948,7371,NA
SRR7497167.390949,3119,NA
SRR7497167.390950,802,NA
SRR7497167.390951,501,NA
SRR7497167.390952,7678,NA
SRR7497167.390953,4149,NA
SRR7497167.390954,10680,5501
SRR7497167.390955,6070,NA
SRR7497167.390956,1514,5833
SRR7497167.390957,2998,NA
SRR7497167.390958,1512,NA
SRR7497167.390959,4154,NA
SRR7497167.390960,4819,NA
SRR7497167.390961,3432,NA
SRR7497167.390962,6111,NA
SRR7497167.390963,2857,NA
SRR7497167.390964,5039,NA
SRR7497167.390965,7639,NA
SRR7497167.390966,3980,NA
SRR7497167.390967,2496,NA
SRR7497167.390968,940,NA
SRR7497167.390969,583,NA
SRR7497167.390970,7757,NA
SRR7497167.390971,1741,NA
SRR7497167.390972,1113,NA
SRR7497167.390973,3748,NA
SRR7497167.390974,12184,NA
SRR7497167.390975,1190,NA
SRR7497167.390976,7976,NA
SRR7497167.390977,6327,NA
SRR7497167.390978,1531,NA
SRR7497167.390979,2378,NA
SRR7497167.390980,4206,NA
SRR7497167.390981,1819,NA
SRR7497167.390982,3609,NA
SRR7497167.390983,3970,NA
SRR7497167.390984,5048,NA
SRR7497167.390985,4066,NA
SRR7497167.390986,7603,NA
SRR7497167.390987,1894,NA
SRR7497167.390988,1061,NA
SRR7497167.390989,2318,NA
SRR7497167.390990,879,NA
SRR7497167.390991,2105,NA
SRR7497167.390992,4382,NA
SRR7497167.390993,1479,NA
SRR7497167.390994,2712,NA
SRR7497167.390995,6623,NA
SRR7497167.390996,5948,5833
SRR7497167.390997,1645,NA
SRR7497167.390998,8142,550
SRR7497167.390999,4109,NA
SRR7497167.391000,7929,NA
SRR7497167.391001,2823,NA
SRR7497167.391002,705,NA
SRR7497167.391003,5313,NA
SRR7497167.391004,4174,NA
SRR7497167.391005,661,NA
SRR7497167.391006,759,NA
SRR7497167.391007,270,NA
SRR7497167.391008,2274,5501
SRR7497167.391009,6165,NA
SRR7497167.391010,4162,5501
SRR7497167.391011,721,NA
SRR7497167.391012,3008,NA
SRR7497167.391013,3052,NA
SRR7497167.391014,5995,NA
SRR7497167.391015,5330,NA
SRR7497167.391016,2331,NA
SRR7497167.391017,3000,NA
SRR7497167.391018,5423,NA
SRR7497167.391019,855,NA
SRR7497167.391020,1604,NA
SRR7497167.391021,656,NA
SRR7497167.391022,998,NA
SRR7497167.391023,1622,NA
SRR7497167.391024,9961,NA
SRR7497167.391025,549,NA
SRR7497167.391026,7584,NA
SRR7497167.391027,2658,NA
SRR7497167.391028,971,NA
SRR7497167.391029,5377,NA
SRR7497167.391030,4610,NA
SRR7497167.391031,579,NA
SRR7497167.391032,2973,NA
SRR7497167.391033,3853,NA
SRR7497167.391034,8452,NA
SRR7497167.391035,3180,NA
SRR7497167.391036,719,NA
SRR7497167.391037,4523,NA
SRR7497167.391038,8904,NA
SRR7497167.391039,5062,NA
SRR7497167.391040,8002,NA
SRR7497167.391041,3316,NA
SRR7497167.391042,779,NA
SRR7497167.391043,3608,NA
SRR7497167.391044,7861,NA
SRR7497167.391045,4774,NA
SRR7497167.391046,4773,NA
SRR7497167.391047,1818,NA
SRR7497167.391048,3492,NA
SRR7497167.391049,877,NA
SRR7497167.391050,1022,NA
SRR7497167.391051,2130,NA
SRR7497167.391052,547,NA
SRR7497167.391053,2885,NA
SRR7497167.391054,6560,NA
SRR7497167.391055,3923,NA
SRR7497167.391056,1213,NA
SRR7497167.391057,6517,NA
SRR7497167.391058,3499,NA
SRR7497167.391059,4764,NA
SRR7497167.391060,2039,NA
SRR7497167.391061,6479,NA
SRR7497167.391062,1901,NA
SRR7497167.391063,2825,NA
SRR7497167.391064,3427,NA
SRR7497167.391065,4393,NA
SRR7497167.391066,2059,NA
SRR7497167.391067,6625,NA
SRR7497167.391068,3425,NA
SRR7497167.391069,10219,NA
SRR7497167.391070,10904,NA
SRR7497167.391071,559,NA
SRR7497167.391072,550,NA
SRR7497167.391073,2470,NA
SRR7497167.391074,1013,NA
SRR7497167.391075,984,NA
SRR7497167.391076,6597,NA
SRR7497167.391077,735,NA
SRR7497167.391078,1521,NA
SRR7497167.391079,879,NA
SRR7497167.391080,1109,NA
SRR7497167.391081,1303,NA
SRR7497167.391082,905,NA
SRR7497167.391083,3061,NA
SRR7497167.391084,3981,5833
SRR7497167.391085,7263,NA
SRR7497167.391086,7235,NA
SRR7497167.391087,1376,NA
SRR7497167.391088,1986,NA
SRR7497167.391089,4453,NA
SRR7497167.391090,535,NA
SRR7497167.391091,8693,NA
SRR7497167.391092,1743,NA
SRR7497167.391093,4656,NA
SRR7497167.391094,6883,NA
SRR7497167.391095,5105,5501
SRR7497167.391096,4200,NA
SRR7497167.391097,1112,NA
SRR7497167.391098,2005,NA
SRR7497167.391099,5884,NA
SRR7497167.391100,13271,NA
SRR7497167.391101,716,NA
SRR7497167.391102,5317,NA
SRR7497167.391103,5213,NA
SRR7497167.391104,923,NA
SRR7497167.391105,520,NA
SRR7497167.391106,7134,NA
SRR7497167.391107,3139,NA
SRR7497167.391108,947,NA
SRR7497167.391109,2030,NA
SRR7497167.391110,626,NA
SRR7497167.391111,739,NA
SRR7497167.391112,3416,NA
SRR7497167.391113,4103,NA
SRR7497167.391114,702,NA
SRR7497167.391115,2343,NA
SRR7497167.391116,1130,NA
SRR7497167.391117,2237,NA
SRR7497167.391118,1284,NA
SRR7497167.391119,2291,NA
SRR7497167.391120,2137,NA
SRR7497167.391121,2783,NA
SRR7497167.391122,609,NA
SRR7497167.391123,5147,5833
SRR7497167.391124,2295,NA
SRR7497167.391125,5197,NA
SRR7497167.391126,1124,NA
SRR7497167.391127,2269,NA
SRR7497167.391128,3900,5833
SRR7497167.391129,5643,666
SRR7497167.391130,1264,NA
SRR7497167.391131,2329,NA
SRR7497167.391132,1033,NA
SRR7497167.391133,7043,NA
SRR7497167.391134,723,NA
SRR7497167.391135,4431,NA
SRR7497167.391136,3644,NA
SRR7497167.391137,7964,NA
SRR7497167.391138,2410,NA
SRR7497167.391139,1322,NA
SRR7497167.391140,4631,NA
SRR7497167.391141,6521,NA
SRR7497167.391142,2956,NA
SRR7497167.391143,5480,NA
SRR7497167.391144,2537,NA
SRR7497167.391145,991,NA
SRR7497167.391146,5251,NA
SRR7497167.391147,768,NA
SRR7497167.391148,10965,NA
SRR7497167.391149,7349,NA
SRR7497167.391150,5562,NA
SRR7497167.391151,3505,NA
SRR7497167.391152,3773,NA
SRR7497167.391153,6205,NA
SRR7497167.391154,1490,NA
SRR7497167.391155,7820,NA
SRR7497167.391156,4971,NA
SRR7497167.391157,586,NA
SRR7497167.391158,1560,NA
SRR7497167.391159,3933,NA
SRR7497167.391160,990,NA
SRR7497167.391161,3909,NA
SRR7497167.391162,610,NA
SRR7497167.391163,6089,NA
SRR7497167.391164,1072,NA
SRR7497167.391165,5605,NA
SRR7497167.391166,1836,NA
SRR7497167.391167,1441,NA
SRR7497167.391168,8581,NA
SRR7497167.391169,7035,NA
SRR7497167.391170,1867,NA
SRR7497167.391171,3149,NA
SRR7497167.391172,741,NA
SRR7497167.391173,788,NA
SRR7497167.391174,2508,NA
SRR7497167.391175,3857,NA
SRR7497167.391176,4605,NA
SRR7497167.391177,8969,NA
SRR7497167.391178,3935,NA
SRR7497167.391179,1821,666
SRR7497167.391180,2684,NA
SRR7497167.391181,7296,NA
SRR7497167.391182,7552,NA
SRR7497167.391183,10838,NA
SRR7497167.391184,2856,NA
SRR7497167.391185,8282,NA
SRR7497167.391186,964,NA
SRR7497167.391187,6415,NA
SRR7497167.391188,3144,NA
SRR7497167.391189,811,NA
SRR7497167.391190,1569,NA
SRR7497167.391191,4046,NA
SRR7497167.391192,6231,5833
SRR7497167.391193,3268,NA
SRR7497167.391194,3784,NA
SRR7497167.391195,359,NA
SRR7497167.391196,1033,NA
SRR7497167.391197,6072,NA
SRR7497167.391198,1634,NA
SRR7497167.391199,1307,5833
SRR7497167.391200,986,NA
SRR7497167.391201,2310,NA
SRR7497167.391202,1364,NA
SRR7497167.391203,1496,NA
SRR7497167.391204,1705,NA
SRR7497167.391205,7088,NA
SRR7497167.391206,2104,NA
SRR7497167.391207,523,NA
SRR7497167.391208,1400,NA
SRR7497167.391209,4064,NA
SRR7497167.391210,2787,NA
SRR7497167.391211,1933,NA
SRR7497167.391212,773,NA
SRR7497167.391213,1365,NA
SRR7497167.391214,5500,NA
SRR7497167.391215,5972,NA
SRR7497167.391216,3598,NA
SRR7497167.391217,3573,NA
SRR7497167.391218,2661,NA
SRR7497167.391219,4501,NA
SRR7497167.391220,1994,NA
SRR7497167.391221,1462,NA
SRR7497167.391222,1142,NA
SRR7497167.391223,5593,NA
SRR7497167.391224,3269,NA
SRR7497167.391225,5371,NA
SRR7497167.391226,886,NA
SRR7497167.391227,2942,NA
SRR7497167.391228,2114,NA
SRR7497167.391229,3850,NA
SRR7497167.391230,2009,NA
SRR7497167.391231,9197,NA
SRR7497167.391232,6562,NA
SRR7497167.391233,1092,NA
SRR7497167.391234,1823,NA
SRR7497167.391235,8412,NA
SRR7497167.391236,4998,NA
SRR7497167.391237,3784,NA
SRR7497167.391238,1875,5501
SRR7497167.391239,2439,NA
SRR7497167.391240,2980,NA
SRR7497167.391241,9569,NA
SRR7497167.391242,1000,NA
SRR7497167.391243,1452,NA
SRR7497167.391244,921,NA
SRR7497167.391245,9695,NA
SRR7497167.391246,973,NA
SRR7497167.391247,1259,NA
SRR7497167.391248,6921,NA
SRR7497167.391249,879,NA
SRR7497167.391250,1362,NA
SRR7497167.391251,9578,NA
SRR7497167.391252,2065,NA
SRR7497167.391253,3336,NA
SRR7497167.391254,4829,NA
SRR7497167.391255,3890,NA
SRR7497167.391256,3238,NA
SRR7497167.391257,580,NA
SRR7497167.391258,2863,NA
SRR7497167.391259,7344,NA
SRR7497167.391260,573,NA
SRR7497167.391261,392,NA
SRR7497167.391262,1467,NA
